image,pc1,pc2
1000268201_693b08cb0e.jpg,-3.80550479888916,0.43292227387428284
1001773457_577c3a7d70.jpg,5.837976932525635,6.043312072753906
1002674143_1b742ab4b8.jpg,-1.3504935503005981,1.4971574544906616
1003163366_44323f5815.jpg,2.14310884475708,7.97767972946167
1007129816_e794419615.jpg,-5.457870960235596,-0.6119273900985718
1007320043_627395c3d8.jpg,-0.1951024979352951,1.5478098392486572
1009434119_febe49276a.jpg,4.584019660949707,7.607204437255859
1012212859_01547e3f17.jpg,8.512685775756836,2.2815983295440674
1015118661_980735411b.jpg,-5.812293529510498,-2.826968193054199
1015584366_dfcec3c85a.jpg,6.263192176818848,2.490490674972534
101654506_8eb26cfb60.jpg,8.089095115661621,2.291369915008545
101669240_b2d3e7f17b.jpg,3.025256872177124,-3.196493148803711
1016887272_03199f49c4.jpg,-1.6537483930587769,-6.702088356018066
1019077836_6fc9b15408.jpg,7.323441505432129,6.345470905303955
1019604187_d087bf9a5f.jpg,4.434527397155762,8.150335311889648
1020651753_06077ec457.jpg,5.785515785217285,6.152101993560791
1022454332_6af2c1449a.jpg,0.6580539345741272,-3.6044859886169434
1022454428_b6b660a67b.jpg,-2.5254876613616943,-4.195491790771484
1022975728_75515238d8.jpg,12.409416198730469,-3.4354989528656006
102351840_323e3de834.jpg,1.1175543069839478,-4.493234634399414
1024138940_f1fefbdce1.jpg,7.165772438049316,1.9855496883392334
102455176_5f8ead62d5.jpg,3.021462917327881,-4.956155300140381
1026685415_0431cbf574.jpg,9.0378999710083,3.956514835357666
1028205764_7e8df9a2ea.jpg,4.7101335525512695,-4.6260857582092285
1030985833_b0902ea560.jpg,3.964447021484375,4.699944496154785
103106960_e8a41d64f8.jpg,-3.1566553115844727,1.4472060203552246
103195344_5d2dc613a3.jpg,-5.8070597648620605,0.4491552412509918
103205630_682ca7285b.jpg,0.9688919186592102,-4.236642360687256
1032122270_ea6f0beedb.jpg,5.519891262054443,1.603598713874817
1032460886_4a598ed535.jpg,-5.161439418792725,-1.5717675685882568
1034276567_49bb87c51c.jpg,0.8287262916564941,0.688642680644989
104136873_5b5d41be75.jpg,0.5296672582626343,-7.215672016143799
1042020065_fb3d3ba5ba.jpg,-1.8507791757583618,-0.5779544115066528
1042590306_95dea0916c.jpg,-5.727636814117432,0.4326917827129364
1045521051_108ebc19be.jpg,-2.5324790477752686,0.24728572368621826
1048710776_bb5b0a5c7c.jpg,-0.6805494427680969,-6.017699718475342
1052358063_eae6744153.jpg,-6.989500045776367,-0.9194976091384888
105342180_4d4a40b47f.jpg,3.2761847972869873,-3.9530551433563232
1053804096_ad278b25f1.jpg,6.455776214599609,-2.188246011734009
1055623002_8195a43714.jpg,-5.064289093017578,0.704632580280304
1055753357_4fa3d8d693.jpg,-2.0347073078155518,-0.29216620326042175
1056249424_ef2a2e041c.jpg,1.7061989307403564,-4.437471866607666
1056338697_4f7d7ce270.jpg,-2.857954263687134,1.7386277914047241
1056359656_662cee0814.jpg,-5.060625076293945,4.666293621063232
1056873310_49c665eb22.jpg,8.217941284179688,0.279341459274292
1057089366_ca83da0877.jpg,2.739769220352173,-4.744532585144043
1057210460_09c6f4c6c1.jpg,-5.919487953186035,-0.10532879829406738
1057251835_6ded4ada9c.jpg,11.552922248840332,2.4512248039245605
106490881_5a2dd9b7bd.jpg,1.3849679231643677,-3.4973244667053223
106514190_bae200f463.jpg,3.6405446529388428,-8.464622497558594
1067180831_a59dc64344.jpg,3.4043161869049072,8.3986177444458
1067675215_7336a694d6.jpg,-2.603236198425293,-0.3147994875907898
1067790824_f3cc97239b.jpg,6.826042175292969,2.6868529319763184
1072153132_53d2bb1b60.jpg,3.930776357650757,4.584216594696045
107318069_e9f2ef32de.jpg,-1.461850881576538,-0.8047760128974915
1075716537_62105738b4.jpg,1.8494782447814941,-1.5965462923049927
107582366_d86f2d3347.jpg,-6.087268829345703,-1.8524874448776245
1075867198_27ca2e7efe.jpg,7.9437150955200195,-0.37660887837409973
1075881101_d55c46bece.jpg,-0.8674446940422058,0.7933014035224915
1077546505_a4f6c4daa9.jpg,0.27651435136795044,0.47876396775245667
1077931201_1e0bb83105.jpg,0.44711220264434814,-3.7806224822998047
1079274291_9aaf896cc1.jpg,-2.941718101501465,-1.0104364156723022
10815824_2997e03d76.jpg,3.3767733573913574,3.549696683883667
1082252566_8c79beef93.jpg,3.0742948055267334,5.654884338378906
1082379191_ec1e53f996.jpg,0.46714627742767334,-3.968231439590454
1084040636_97d9633581.jpg,2.440981149673462,0.9166995882987976
1084104085_3b06223afe.jpg,-4.213975429534912,-2.5943117141723633
1087168168_70280d024a.jpg,-1.7371653318405151,-1.827455759048462
1087539207_9f77ab3aaf.jpg,0.6033617854118347,-0.2822938561439514
1088767354_2acee738cf.jpg,-7.930978775024414,-0.4071047008037567
